tweet_id,favorite_count,retweet_count
666020888022790149,2328,439
666029285002620928,117,41
666033412701032449,105,38
666044226329800704,254,119
666049248165822465,92,37
666050758794694657,119,51
666051853826850816,1072,734
666055525042405380,387,204
666057090499244032,260,116
666058600524156928,103,49
666063827256086533,419,185
666071193221509120,133,52
666073100786774016,278,138
666082916733198337,99,41
666094000022159362,148,65
666099513787052032,139,56
666102155909144576,68,11
666104133288665088,12998,5670
666268910803644416,90,32
666273097616637952,155,69
666287406224695296,128,57
666293911632134144,445,304
666337882303524864,171,80
666345417576210432,258,128
666353288456101888,189,62
666362758909284353,682,486
666373753744588802,166,75
666396247373291520,151,72
666407126856765440,98,30
666411507551481857,384,280
666418789513326592,109,39
666421158376562688,286,95
666428276349472768,145,67
666430724426358785,285,171
666435652385423360,143,44
666437273139982337,108,41
666447344410484738,93,19
666454714377183233,459,189
666644823164719104,215,73
666649482315059201,1010,556
666691418707132416,167,43
666701168228331520,386,193
666739327293083650,212,60
666776908487630848,314,152
666781792255496192,347,171
666786068205871104,678,429
666804364988780544,210,79
666817836334096384,461,224
666826780179869698,231,81
666835007768551424,189,70
666837028449972224,732,488
666983947667116034,2323,872
666996132027977728,220,80
667012601033924608,408,195
667044094246576128,171,44
667062181243039745,199,47
667065535570550784,150,40
667073648344346624,364,106
667090893657276420,301,111
667119796878725120,298,118
667138269671505920,4133,1953
667152164079423490,43476,15098
667160273090932737,230,55
667165590075940865,2446,1015
667171260800061440,198,73
667174963120574464,225,70
667176164155375616,551,407
667177989038297088,175,50
667182792070062081,12973,5480
667188689915760640,666,349
667192066997374976,343,88
667200525029539841,567,236
667211855547486208,446,219
667369227918143488,335,150
667393430834667520,177,51
667405339315146752,426,202
667435689202614272,279,79
667437278097252352,411,213
667443425659232256,704,519
667453023279554560,288,80
667455448082227200,176,56
667470559035432960,231,88
667491009379606528,471,200
667495797102141441,477,239
667502640335572993,499,201
667509364010450944,6246,1915
667517642048163840,340,175
667524857454854144,1549,1009
667530908589760512,429,218
667534815156183040,741,472
667538891197542400,185,59
667544320556335104,785,479
667546741521195010,312,115
667549055577362432,5264,2027
667550882905632768,0,26
667550904950915073,0,29
667724302356258817,440,284
667728196545200128,339,135
667766675769573376,391,198
667773195014021121,212,47
667782464991965184,376,222
667793409583771648,634,302
667801013445750784,293,84
667806454573760512,964,445
667832474953625600,266,57
667861340749471744,227,74
667866724293877760,2791,932
667873844930215936,571,367
667878741721415682,360,106
667885044254572545,752,420
667886921285246976,1707,962
667902449697558528,784,348
667911425562669056,446,261
667915453470232577,192,50
667924896115245057,272,98
667937095915278337,1142,721
668113020489474048,613,214
668142349051129856,529,254
668154635664932864,457,283
668171859951755264,443,168
668190681446379520,595,180
668204964695683073,510,177
668221241640230912,466,178
668226093875376128,264,90
668237644992782336,5648,2540
668248472370458624,870,422
668256321989451776,1186,539
668268907921326080,503,211
668274247790391296,751,210
668286279830867968,458,124
668291999406125056,221,29
668297328638447616,572,269
668466899341221888,807,462
668480044826800133,415,131
668484198282485761,382,214
668496999348633600,372,118
668507509523615744,297,94
668528771708952576,424,198
668537837512433665,233,63
668542336805281792,414,190
668544745690562560,466,203
668567822092664832,218,49
668614819948453888,564,286
668620235289837568,187,36
668623201287675904,1294,675
668625577880875008,348,115
668627278264475648,288,100
668631377374486528,652,290
668633411083464705,2555,1438
668636665813057536,945,449
668641109086707712,978,487
668643542311546881,806,467
668645506898350081,807,475
668655139528511488,483,198
668779399630725120,654,338
668815180734689280,512,234
668826086256599040,392,118
668852170888998912,417,145
668872652652679168,486,274
668892474547511297,369,133
668902994700836864,291,91
668932921458302977,233,53
668955713004314625,249,65
668960084974809088,641,222
668975677807423489,1193,524
668979806671884288,725,311
668981893510119424,496,273
668986018524233728,501,147
668988183816871936,826,412
668989615043424256,614,301
668992363537309700,675,306
668994913074286592,397,203
669000397445533696,19213,5724
669006782128353280,529,219
669015743032369152,675,335
669037058363662336,597,281
669203728096960512,922,421
669214165781868544,397,143
669216679721873412,1093,365
669324657376567296,451,191
669327207240699904,525,112
669328503091937280,929,381
669351434509529089,399,166
669353438988365824,577,236
669354382627049472,2475,1147
669359674819481600,341,110
669363888236994561,571,207
669367896104181761,420,138
669371483794317312,450,158
669375718304980992,1216,652
669393256313184256,324,66
669564461267722241,357,108
669567591774625800,213,47
669571471778410496,1460,919
669573570759163904,400,126
669583744538451968,1368,840
669597912108789760,467,138
669603084620980224,877,332
669625907762618368,3229,1634
669661792646373376,742,385
669680153564442624,611,260
669682095984410625,320,123
669683899023405056,348,98
669749430875258880,234,60
669753178989142016,733,359
669923323644657664,211,53
669926384437997569,349,87
669942763794931712,460,143
669970042633789440,278,49
669972011175813120,410,139
669993076832759809,297,74
670003130994700288,302,83
670037189829525505,540,249
670040295598354432,688,101
670046952931721218,592,159
670055038660800512,610,293
670061506722140161,689,299
670069087419133954,568,214
670073503555706880,1425,706
670079681849372674,2031,1102
670086499208155136,638,226
670093938074779648,942,298
670290420111441920,638,259
670303360680108032,402,118
670319130621435904,3583,1106
670338931251150849,397,101
670361874861563904,302,59
670374371102445568,687,247
670385711116361728,515,185
670403879788544000,391,137
670408998013820928,503,198
670411370698022913,1851,810
670417414769758208,525,295
670420569653809152,562,279
670421925039075328,1197,576
670427002554466305,481,146
670428280563085312,1284,553
670433248821026816,304,103
670434127938719744,1299,583
670435821946826752,974,461
670442337873600512,592,182
670444955656130560,6221,1794
670449342516494336,1105,584
670452855871037440,505,184
670465786746662913,894,492
670468609693655041,328,80
670474236058800128,1384,669
670668383499735048,9786,4494
670676092097810432,224,37
670679630144274432,685,254
670691627984359425,536,218
670704688707301377,713,336
670717338665226240,1097,436
670727704916926465,766,325
670733412878163972,884,463
670755717859713024,402,95
670764103623966721,997,387
670778058496974848,306,65
670780561024270336,726,262
670782429121134593,1410,695
670783437142401025,761,347
670786190031921152,549,182
670789397210615808,608,217
670792680469889025,757,244
670797304698376195,678,211
670803562457407488,312,81
670804601705242624,1801,861
670807719151067136,1076,445
670811965569282048,1033,242
670815497391357952,2890,1385
670822709593571328,556,88
670823764196741120,707,168
670826280409919488,5044,3646
670832455012716544,668,194
670833812859932673,398,113
670838202509447168,1016,619
670840546554966016,535,173
670842764863651840,22702,7840
670995969505435648,1009,262
671109016219725825,1052,394
671115716440031232,1252,704
671122204919246848,3187,2278
671134062904504320,675,171
671138694582165504,843,365
671141549288370177,1058,594
671147085991960577,608,200
671151324042559489,607,138
671154572044468225,650,199
671159727754231808,324,72
671163268581498880,1504,1001
671166507850801152,802,312
671182547775299584,1015,303
671186162933985280,663,189
671347597085433856,873,384
671355857343524864,445,110
671357843010908160,365,141
671362598324076544,1022,270
671390180817915904,1318,676
671485057807351808,702,212
671486386088865792,525,179
671488513339211776,918,434
671497587707535361,851,412
671504605491109889,6446,3249
671511350426865664,1465,632
671518598289059840,864,268
671520732782923777,1273,478
671528761649688577,772,232
671533943490011136,928,523
671536543010570240,1080,367
671538301157904385,856,348
671542985629241344,996,508
671544874165002241,1795,937
671547767500775424,1244,529
671561002136281088,11755,6558
671729906628341761,7794,3944
671735591348891648,1326,680
671743150407421952,693,214
671744970634719232,1248,695
671763349865160704,1538,815
671768281401958400,1092,449
671789708968640512,6521,3130
671855973984772097,825,391
671866342182637568,1036,441
671874878652489728,1150,501
671879137494245376,1300,603
671882082306625538,3215,1260
671891728106971137,1206,510
671896809300709376,7822,3794
672068090318987265,1179,464
672082170312290304,867,332
672095186491711488,913,336
672125275208069120,2185,1032
672139350159835138,1601,629
672160042234327040,804,318
672169685991993344,940,332
672205392827572224,2068,1038
672222792075620352,723,189
672231046314901505,1677,915
672239279297454080,830,290
672245253877968896,625,141
672248013293752320,1594,541
672254177670729728,1317,677
672256522047614977,2596,1382
672264251789176834,1042,305
672267570918129665,1361,553
672272411274932228,5916,3056
672466075045466113,1243,474
672475084225949696,1334,637
672481316919734272,666,119
672482722825261057,1031,542
672488522314567680,1029,396
672523490734551040,573,151
672538107540070400,932,329
672591271085670400,663,171
672591762242805761,871,301
672594978741354496,1223,553
672604026190569472,1010,359
672609152938721280,1008,352
672614745925664768,1119,529
672622327801233409,1187,436
672640509974827008,906,286
672828477930868736,1142,441
672834301050937345,1202,521
672877615439593473,945,323
672884426393653248,1418,764
672898206762672129,828,381
672902681409806336,1270,447
672964561327235073,1299,583
672968025906282496,1223,494
672970152493887488,872,324
672975131468300288,1546,816
672980819271634944,1674,921
672984142909456390,1151,499
672988786805112832,903,264
672995267319328768,869,266
672997845381865473,1816,646
673148804208660480,1550,568
673213039743795200,2044,760
673240798075449344,1313,641
673270968295534593,986,328
673295268553605120,6937,2863
673317986296586240,816,227
673320132811366400,12371,7119
673342308415348736,1174,515
673343217010679808,892,245
673345638550134785,2306,1152
673350198937153538,703,192
673352124999274496,1538,487
673355879178194945,1388,518
673359818736984064,1334,613
673363615379013632,953,275
673576835670777856,1269,508
673580926094458881,768,250
673583129559498752,1105,325
673612854080196609,1472,652
673636718965334016,1022,331
673656262056419329,671,210
673662677122719744,1161,339
673680198160809984,1264,425
673686845050527744,1326,392
673688752737402881,1165,450
673689733134946305,1599,593
673697980713705472,3639,1759
673700254269775872,1323,519
673705679337693185,1164,370
673707060090052608,1022,357
673708611235921920,988,261
673709992831262724,776,242
673711475735838725,962,273
673715861853720576,3248,1874
673887867907739649,869,231
673906403526995968,2937,1500
673919437611909120,1086,337
673956914389192708,1811,874
674008982932058114,1114,319
674014384960745472,1443,581
674019345211760640,1051,274
674024893172875264,1643,1119
674036086168010753,788,185
674038233588723717,1015,383
674042553264685056,660,115
674045139690631169,1302,583
674051556661161984,1343,448
674053186244734976,3044,1178
674063288070742018,5901,1980
674075285688614912,919,257
674082852460433408,706,149
674255168825880576,1345,492
674262580978937856,1218,411
674265582246694913,1511,767
674269164442398721,846,209
674271431610523648,1441,669
674291837063053312,13598,5337
674318007229923329,1303,469
674372068062928900,794,289
674394782723014656,1387,518
674410619106390016,1110,420
674416750885273600,637,125
674422304705744896,1327,492
674436901579923456,1025,357
674447403907457024,980,325
674468880899788800,5758,1856
674632714662858753,1386,523
674638615994089473,1549,537
674644256330530816,959,255
674646392044941312,1320,443
674664755118911488,842,218
674670581682434048,1501,593
674690135443775488,1058,433
674737130913071104,600,81
674739953134403584,1008,348
674743008475090944,1294,496
674752233200820224,1354,420
674754018082705410,1263,401
674764817387900928,724,210
674767892831932416,1680,716
674774481756377088,1018,431
674781762103414784,1852,1091
674788554665512960,743,189
674790488185167872,1021,228
674793399141146624,2309,999
674800520222154752,2777,780
674805413498527744,789,329
674999807681908736,2073,1010
675003128568291329,1438,427
675006312288268288,905,206
675015141583413248,2504,1087
675047298674663426,975,292
675109292475830276,2594,1035
675111688094527488,887,224
675113801096802304,1801,715
675135153782571009,1206,430
675145476954566656,1977,819
675146535592706048,1092,266
675147105808306176,868,212
675149409102012420,3456,1560
675153376133427200,5782,2351
675166823650848770,3289,1439
675334060156301312,2566,1185
675349384339542016,3645,2084
675354435921575936,30243,15393
675362609739206656,982,205
675372240448454658,1568,479
675432746517426176,1407,528
675483430902214656,1712,893
675489971617296384,1191,547
675497103322386432,2911,1185
675501075957489664,16023,5402
675517828909424640,1199,428
675522403582218240,969,260
675531475945709568,1101,349
675534494439489536,1717,376
675706639471788032,605,88
675707330206547968,1840,628
675710890956750848,1750,754
675740360753160193,1099,311
675781562965868544,1501,430
675798442703122432,9594,3161
675820929667219457,983,221
675822767435051008,1420,494
675845657354215424,2120,806
675853064436391936,2515,1185
675870721063669760,1520,520
675878199931371520,3893,1297
675888385639251968,2201,874
675891555769696257,1988,788
675898130735476737,1508,523
676089483918516224,1231,406
676098748976615425,2777,1300
676101918813499392,2649,1083
676146341966438401,1804,617
676191832485810177,2119,956
676215927814406144,1626,531
676219687039057920,71570,28673
676237365392908289,1131,259
676263575653122048,1958,501
676430933382295552,1305,316
676440007570247681,1614,614
676470639084101634,10885,4343
676496375194980353,1425,493
676533798876651520,1756,514
676575501977128964,2410,1037
676582956622721024,1109,253
676588346097852417,2151,725
676603393314578432,1084,355
676606785097199616,1784,404
676613908052996102,1017,184
676617503762681856,2709,886
676776431406465024,4678,1876
676811746707918848,1350,398
676819651066732545,1710,615
676821958043033607,21413,14337
676864501615042560,1964,653
676897532954456065,2110,672
676936541936185344,11962,4597
676942428000112642,1938,692
676946864479084545,1629,340
676948236477857792,2019,801
676949632774234114,1231,366
676957860086095872,2095,754
676975532580409345,2603,989
677187300187611136,2568,845
677228873407442944,3327,1518
677269281705472000,1854,655
677301033169788928,1152,369
677314812125323265,1554,491
677328882937298944,3442,1406
677331501395156992,1025,217
677334615166730240,1269,262
677530072887205888,999,212
677547928504967168,6513,3427
677557565589463040,2298,1071
677565715327688705,1225,427
677573743309385728,2002,640
677644091929329666,1756,753
677662372920729601,1835,883
677673981332312066,3134,1397
677687604918272002,2344,787
677698403548192770,1155,298
677700003327029250,3203,1339
677716515794329600,2860,910
677895101218201600,4532,1922
677918531514703872,1257,380
678021115718029313,12793,5863
678255464182861824,1495,343
678278586130948096,10767,5695
678334497360859136,1223,231
678341075375947776,1622,500
678380236862578688,2293,844
678389028614488064,1757,392
678396796259975168,1493,390
678399652199309312,75639,29617
678410210315247616,3961,1676
678424312106393600,5151,2372
678446151570427904,3770,1433
678643457146150913,1932,375
678675843183484930,2686,1363
678740035362037760,3518,1554
678755239630127104,6679,3048
678764513869611008,1535,435
678767140346941444,3322,1268
678774928607469569,2653,845
678798276842360832,3246,1078
678800283649069056,2432,844
678969228704284672,1546,423
678991772295516161,2151,1073
679047485189439488,2128,612
679062614270468097,15997,7502
679111216690831360,5621,2422
679132435750195208,2812,1080
679148763231985668,2640,965
679158373988876288,20049,7520
679462823135686656,29787,17581
679475951516934144,1989,603
679503373272485890,3001,1371
679511351870550016,3182,1180
679527802031484928,2496,680
679530280114372609,4517,1953
679722016581222400,1581,442
679729593985699840,2057,780
679736210798047232,1983,743
679777920601223168,2951,1030
679828447187857408,34248,13111
679844490799091713,2261,710
679854723806179328,2712,1155
679862121895714818,2334,579
679877062409191424,1879,606
680070545539371008,2459,807
680085611152338944,12155,8464
680100725817409536,3422,1296
680115823365742593,2576,856
680130881361686529,2180,884
680145970311643136,3437,1634
680161097740095489,2210,695
680176173301628928,3686,1452
680191257256136705,2046,470
680206703334408192,2690,1096
680221482581123072,1415,279
680440374763077632,1378,469
680473011644985345,2412,708
680494726643068929,1630,456
680497766108381184,4006,1799
680583894916304897,3434,1243
680609293079592961,2497,651
680798457301471234,2694,969
680801747103793152,2256,767
680836378243002368,3282,1246
680889648562991104,1674,346
680913438424612864,2291,581
680934982542561280,1985,408
680940246314430465,3028,973
680959110691590145,4357,1877
680970795137544192,2286,613
681193455364796417,3513,1383
681231109724700672,2299,458
681242418453299201,1417,492
681261549936340994,1385,250
681281657291280384,3072,1031
681297372102656000,3058,889
681302363064414209,3725,1706
681320187870711809,2511,693
681339448655802368,8828,3834
681523177663676416,13540,5401
681579835668455424,3361,1220
681610798867845120,1804,438
681654059175129088,2495,849
681679526984871937,1685,414
681694085539872773,12184,3818
681891461017812993,2347,768
681981167097122816,2665,962
682003177596559360,2962,1422
682032003584274432,6232,1873
682047327939461121,3046,879
682059653698686977,4684,1580
682242692827447297,3075,1078
682259524040966145,3936,1118
682303737705140231,2914,916
682389078323662849,1589,443
682393905736888321,2134,623
682406705142087680,7192,1653
682429480204398592,3270,1082
682638830361513985,1968,559
682662431982772225,2907,1022
682697186228989953,1251,343
682750546109968385,1442,410
682788441537560576,2360,1051
682962037429899265,34873,15434
683030066213818368,2059,701
683078886620553216,1902,536
683098815881154561,2070,614
683111407806746624,3232,856
683142553609318400,2732,983
683357973142474752,2757,857
683391852557561860,7272,2256
683449695444799489,3679,1506
683462770029932544,2313,639
683481228088049664,2540,946
683498322573824003,3020,916
683742671509258241,6141,3128
683773439333797890,3181,1265
683828599284170753,2676,1000
683834909291606017,2503,1059
683849932751646720,2481,893
683852578183077888,1854,327
683857920510050305,3629,1054
684097758874210310,3920,1346
684122891630342144,1909,442
684177701129875456,1922,620
684188786104872960,3333,1093
684195085588783105,1814,476
684200372118904832,2046,985
684222868335505415,3642,1283
684225744407494656,1187,193
684241637099323392,7720,3079
684460069371654144,1880,524
684481074559381504,3696,1111
684538444857667585,2518,893
684567543613382656,2858,1139
684594889858887680,8459,3294
684800227459624960,2594,940
684880619965411328,1995,758
684902183876321280,1784,494
684914660081053696,3340,1370
684926975086034944,3338,441
684940049151070208,3048,977
684959798585110529,6466,2940
685169283572338688,3915,1340
685198997565345792,2220,625
685268753634967552,2946,1127
685307451701334016,1982,413
685315239903100929,3134,978
685321586178670592,2519,594
685325112850124800,8973,3725
685532292383666176,2890,1090
685547936038666240,31317,14657
685641971164143616,2774,721
685663452032069632,3064,1381
685667379192414208,2243,528
685906723014619143,7114,2686
685943807276412928,1549,554
685973236358713344,1999,490
686003207160610816,1742,582
686007916130873345,2358,381
686034024800862208,2947,1074
686050296934563840,2120,690
686358356425093120,2068,621
686377065986265092,2112,533
686386521809772549,3102,829
686606069955735556,1805,511
686618349602762752,3529,1282
686683045143953408,2696,761
686730991906516992,3937,1133
686749460672679938,3309,1366
686947101016735744,8214,3007
687096057537363968,2134,572
687102708889812993,2232,908
687109925361856513,5536,2315
687124485711986689,2092,476
687127927494963200,5169,2127
687312378585812992,4151,1789
687317306314240000,19182,8651
687460506001633280,1963,509
687476254459715584,1887,502
687480748861947905,1527,226
687494652870668288,1812,544
687664829264453632,1844,483
687704180304273409,2317,791
687807801670897665,2267,677
687818504314159109,2373,901
687826841265172480,2615,1054
688064179421470721,1649,339
688116655151435777,2691,729
688179443353796608,2039,551
688211956440801280,2140,784
688385280030670848,8823,4215
688519176466644993,2218,687
688547210804498433,2462,658
688789766343622656,2117,627
688804835492233216,915,177
688828561667567616,1312,343
688894073864884227,2140,647
688898160958271489,1997,736
688908934925697024,2000,724
688916208532455424,2584,808
689143371370250240,1930,471
689154315265683456,2937,935
689275259254616065,1093,233
689280876073582592,1883,665
689283819090870273,3105,1039
689289219123089408,2146,879
689517482558820352,3241,1346
689557536375177216,1957,427
689599056876867584,11100,5202
689623661272240129,2111,605
689659372465688576,9861,3627
689661964914655233,3088,885
689835978131935233,2076,710
689877686181715968,2895,1098
689905486972461056,2340,652
689977555533848577,1305,424
689999384604450816,1349,343
690005060500217858,3505,1595
690015576308211712,2374,688
690021994562220032,2669,970
690248561355657216,1603,392
690360449368465409,2525,831
690374419777196032,3093,797
690400367696297985,1802,426
690597161306841088,1855,573
690649993829576704,1240,258
690690673629138944,2221,777
690728923253055490,2068,489
690735892932222976,3606,1199
690932576555528194,3122,951
690938899477221376,3888,1826
690959652130045952,3405,1156
691090071332753408,1643,318
691096613310316544,2845,832
691321916024623104,2461,622
691416866452082688,18424,7191
691444869282295808,2509,792
691459709405118465,3851,1069
691483041324204033,2276,526
691675652215414786,1858,475
691756958957883396,2691,928
691820333922455552,3775,1552
692017291282812928,2760,899
692142790915014657,1563,366
692158366030913536,2040,748
692187005137076224,2410,774
692417313023332352,8923,3255
692530551048294401,1754,386
692535307825213440,3004,1280
692568918515392513,4142,1455
692752401762250755,6491,3431
692828166163931137,2740,837
692894228850999298,2154,744
692901601640583168,1670,567
692905862751522816,2315,824
692919143163629568,2557,717
693095443459342336,1772,428
693109034023534592,1629,573
693155686491000832,7514,3017
693231807727280129,2746,698
693262851218264065,2093,467
693280720173801472,3192,1172
693486665285931008,1688,594
693590843962331137,4809,1848
693622659251335168,1465,353
693629975228977152,2338,750
693642232151285760,2430,395
693647888581312512,2561,550
693942351086120961,1667,344
694001791655137281,3244,966
694183373896572928,2803,877
694206574471057408,3953,1923
694329668942569472,1896,472
694352839993344000,1934,571
694356675654983680,1433,269
694669722378485760,34077,13517
694905863685980160,2616,880
695051054296211456,2519,748
695064344191721472,1521,549
695074328191332352,2697,1032
695095422348574720,2525,578
695314793360662529,3440,1356
695409464418041856,8262,3382
695446424020918272,4207,1714
695629776980148225,4339,1968
695767669421768709,1764,694
695794761660297217,3012,730
695816827381944320,2864,1081
696405997980676096,3050,1089
696488710901260288,2389,966
696713835009417216,2255,612
696754882863349760,1411,336
696877980375769088,2329,668
696886256886657024,4603,1687
696894894812565505,2230,643
696900204696625153,3007,975
697242256848379904,2412,638
697255105972801536,2917,1095
697259378236399616,3137,943
697270446429966336,4491,1773
697463031882764288,3260,1321
697482927769255936,2314,632
697575480820686848,1944,478
697596423848730625,2868,1186
697616773278015490,2980,950
697881462549430272,2878,1096
697943111201378304,2267,640
697990423684476929,3119,1214
697995514407682048,1447,320
698178924120031232,2683,699
698195409219559425,15971,5631
698262614669991936,4543,1875
698342080612007937,2146,908
698355670425473025,1757,418
698549713696649216,2221,587
698635131305795584,1231,323
698703483621523456,1369,350
698710712454139905,2351,639
698907974262222848,2407,580
698953797952008193,2551,856
698989035503689728,3171,915
699036661657767936,2481,1136
699072405256409088,2811,1122
699079609774645248,2332,609
699088579889332224,2150,590
699323444782047232,2997,816
699370870310113280,1804,410
699413908797464576,1983,592
699423671849451520,1294,304
699434518667751424,2072,484
699446877801091073,5680,2481
699691744225525762,9757,4331
699775878809702401,1866,572
699779630832685056,2594,1165
699788877217865730,2130,485
699801817392291840,2882,890
700002074055016451,3141,1261
700029284593901568,1978,548
700062718104104960,2519,645
700143752053182464,7160,2550
700151421916807169,2137,637
700167517596164096,2506,686
700462010979500032,3925,1687
700505138482569216,2173,544
700518061187723268,2487,752
700747788515020802,21665,8751
700796979434098688,2325,888
700847567345688576,2345,471
700864154249383937,2472,591
700890391244103680,2117,533
701214700881756160,11621,4808
701545186879471618,2539,577
701570477911896070,2677,877
701601587219795968,1999,429
701889187134500865,3358,1304
701952816642965504,3659,972
701981390485725185,3280,925
702217446468493312,4549,1269
702276748847800320,2342,725
702321140488925184,3129,989
702539513671897089,2746,907
702598099714314240,11643,3236
702671118226825216,2082,529
702684942141153280,3079,1000
702932127499816960,2458,679
703041949650034688,25055,11712
703079050210877440,7028,2907
703268521220972544,1886,512
703356393781329922,1824,363
703382836347330562,3328,1075
703407252292673536,2321,650
703425003149250560,3604,1274
703611486317502464,3659,1440
703631701117943808,2440,630
703769065844768768,3104,1073
703774238772166656,1762,421
704054845121142784,2783,867
704113298707505153,1775,541
704347321748819968,1499,328
704364645503647744,7587,3341
704480331685040129,3235,1012
704499785726889984,2765,942
704761120771465216,6323,2740
704819833553219584,2510,921
704847917308362754,4828,1424
704859558691414016,2149,498
704871453724954624,4066,1056
705066031337840642,2079,572
705102439679201280,2039,488
705223444686888960,2457,751
705239209544720384,2849,709
705428427625635840,3624,1575
705442520700944385,4193,1511
705475953783398401,2830,861
705591895322394625,3004,1078
705786532653883392,1842,486
705898680587526145,2269,519
705970349788291072,3022,837
705975130514706432,2952,685
706166467411222528,4897,1513
706265994973601792,2599,875
706291001778950144,1623,450
706310011488698368,20197,7420
706346369204748288,3279,869
706516534877929472,2971,971
706538006853918722,3312,1351
706593038911545345,2054,596
706644897839910912,2433,1027
706681918348251136,3137,917
706901761596989440,1940,545
707014260413456384,2199,562
707021089608753152,3885,1274
707038192327901184,2080,743
707059547140169728,2473,635
707297311098011648,2658,737
707315916783140866,2359,598
707377100785885184,3104,1018
707387676719185920,3331,1198
707411934438625280,2196,566
707420581654872064,2144,659
707610948723478529,16143,5965
707693576495472641,3224,942
707741517457260545,2371,577
707776935007539200,3124,903
707969809498152960,2558,904
707995814724026368,2969,1060
708026248782585858,4187,1814
708109389455101952,1865,526
708119489313951744,2556,922
708130923141795840,3209,804
708149363256774660,4102,1464
708349470027751425,2245,701
708356463048204288,3402,1249
708469915515297792,2951,764
708479650088034305,2419,642
708711088997666817,2400,671
708738143638450176,2623,769
708810915978854401,15661,6500
708834316713893888,1602,475
708845821941387268,2826,839
709042156699303936,4484,1535
709158332880297985,1940,384
709198395643068416,2337,609
709207347839836162,11851,5412
709225125749587968,2278,539
709409458133323776,2518,642
709449600415961088,2098,538
709519240576036864,1429,225
709556954897764353,3122,1007
709566166965075968,3362,1125
709852847387627521,3331,1132
709901256215666688,633,97
709918798883774466,3332,1021
710117014656950272,5181,1862
710140971284037632,2603,835
710153181850935296,2767,844
710269109699739648,2277,1052
710272297844797440,4293,1183
710283270106132480,2058,494
710588934686908417,4305,1756
710658690886586372,2201,530
710833117892898816,2553,502
710844581445812225,2424,645
710997087345876993,4354,1306
711008018775851008,2844,578
711306686208872448,3138,700
711363825979756544,3437,1067
711652651650457602,3661,854
711694788429553666,31162,17249
711732680602345472,8353,3826
711743778164514816,2710,939
711968124745228288,7639,2168
711998809858043904,0,122
712065007010385924,2140,587
712085617388212225,3113,462
712092745624633345,2793,840
712097430750289920,3591,970
712438159032893441,5051,1471
712668654853337088,3946,1134
712717840512598017,11702,4658
712809025985978368,18098,6310
713175907180089344,4222,1382
713177543487135744,6857,2691
713411074226274305,4216,1228
713761197720473600,4617,1283
713900603437621249,2700,687
