tweet_id,favorite_count,retweet_count
713919462244790272,3132,746
714141408463036416,4107,1323
714214115368108032,2173,825
714251586676113411,3115,785
714258258790387713,2888,688
714606013974974464,3459,868
714631576617938945,3114,934
714957620017307648,3944,1323
714982300363173890,3540,971
715009755312439296,3948,1151
715200624753819648,4903,1755
715220193576927233,2303,612
715342466308784130,2893,645
715360349751484417,5199,1473
715680795826982913,4077,1495
715696743237730304,3730,1215
715733265223708672,4440,1589
715928423106027520,3030,829
716080869887381504,6445,1787
716285507865542656,2636,989
716439118184652801,2273,198
716791146589110272,7845,1489
716802964044845056,4081,1094
717009362452090881,3078,901
717047459982213120,5965,1803
717421804990701568,2987,779
717537687239008257,5491,1732
717790033953034240,2713,1025
717841801130979328,2334,561
718234618122661888,3672,934
718246886998687744,1815,460
718454725339934721,4615,1419
718460005985447936,2562,491
718540630683709445,2314,952
718613305783398402,2323,450
718631497683582976,17886,7515
718939241951195136,4978,1641
718971898235854848,3297,1012
719332531645071360,3274,893
719339463458033665,4226,1156
719367763014393856,2664,708
719551379208073216,4792,1785
719704490224398336,4315,1338
719991154352222208,4609,1634
720043174954147842,4692,1884
720059472081784833,3661,1054
720340705894408192,2718,915
720389942216527872,6044,2345
720415127506415616,3932,1410
720775346191278080,2338,608
720785406564900865,2932,723
721001180231503872,2402,575
721503162398597120,4367,1710
722613351520608256,4726,1543
722974582966214656,3883,1473
723179728551723008,5023,1755
723673163800948736,2874,836
723688335806480385,7264,2738
723912936180330496,3700,1160
724004602748780546,3962,1440
724046343203856385,2532,521
724049859469295616,4104,1674
724405726123311104,5016,1566
724771698126512129,2217,591
724983749226668032,3547,1220
725729321944506368,4941,1665
725786712245440512,3961,1290
725842289046749185,6744,2503
726224900189511680,4206,1075
726828223124897792,3398,947
726887082820554753,3651,1421
726935089318363137,6521,2295
727175381690781696,3709,1297
727286334147182592,2910,772
727314416056803329,3171,702
727524757080539137,4242,1138
727644517743104000,5558,1646
727685679342333952,2826,599
728015554473250816,3916,1034
728035342121635841,4307,1565
728046963732717569,4067,1128
728387165835677696,3535,903
728409960103686147,4652,1882
728653952833728512,3143,978
728751179681943552,2622,639
728760639972315136,4415,1600
728986383096946689,2976,766
729113531270991872,1783,300
729463711119904772,5484,2168
729823566028484608,3768,1169
729838605770891264,1643,355
729854734790754305,3832,1047
730196704625098752,4573,1760
730211855403241472,3614,994
730427201120833536,3316,977
730573383004487680,4615,1999
730924654643314689,5843,1866
731156023742988288,3640,1186
731285275100512256,3331,939
732005617171337216,14112,5048
732375214819057664,7687,2355
732585889486888962,3465,736
732726085725589504,3386,830
732732193018155009,2310,502
733109485275860992,50763,16072
733460102733135873,3972,1180
733482008106668032,2964,888
733822306246479872,3503,966
733828123016450049,3394,738
734776360183431168,2395,504
734787690684657664,11917,5947
734912297295085568,2617,496
735137028879360001,2975,918
735256018284875776,3168,830
735274964362878976,12405,4719
735635087207878657,5853,2209
735648611367784448,3848,1045
735991953473572864,3406,1072
736010884653420544,7490,2784
736225175608430592,7723,2635
736365877722001409,3787,1162
736736130620620800,4027,1615
737310737551491075,13935,6978
737322739594330112,3426,761
737445876994609152,9748,4200
737678689543020544,4780,1241
737800304142471168,9539,3268
737826014890496000,5009,1661
738156290900254721,2372,608
738166403467907072,8319,3135
738184450748633089,4100,1147
738402415918125056,3099,772
738537504001953792,4844,1446
738883359779196928,3129,742
738885046782832640,3591,1077
739238157791694849,110201,54667
739485634323156992,6785,2735
739544079319588864,37508,19962
739606147276148736,5143,1557
739844404073074688,3618,809
739932936087216128,3862,1017
739979191639244800,19017,5558
740214038584557568,6362,1850
740359016048689152,3123,811
740365076218183684,2329,402
740373189193256964,33384,12551
740676976021798912,17302,6442
740699697422163968,2717,736
740711788199743490,3235,894
740995100998766593,6040,2561
741067306818797568,9103,2912
741303864243200000,8377,3030
741438259667034112,3517,771
741743634094141440,7789,2591
741793263812808706,4338,1417
742150209887731712,4858,1458
742161199639494656,4105,1284
742385895052087300,6488,1855
742423170473463808,9380,3532
742465774154047488,6927,3715
742528092657332225,4220,1851
743210557239623680,3665,1286
743222593470234624,5924,1810
743253157753532416,4051,1152
743510151680958465,7586,3523
743545585370791937,3377,890
743595368194129920,17486,6156
743609206067040256,4276,1314
743895849529389061,3492,912
743980027717509120,3990,1039
744234799360020481,148870,73276
744334592493166593,6479,1989
744709971296780288,5371,1485
744971049620602880,7520,2525
744995568523612160,2830,581
745057283344719872,6937,2121
745314880350101504,6834,2591
745422732645535745,8180,2283
745433870967832576,6744,2396
745712589599014916,6699,2196
745789745784041472,3812,1000
746056683365994496,3414,769
746131877086527488,6583,2071
746369468511756288,5942,1543
746507379341139972,4461,1032
746726898085036033,5789,1699
746790600704425984,4666,1519
746818907684614144,5098,1658
746872823977771008,5737,2020
746906459439529985,2785,278
747103485104099331,9133,3752
747204161125646336,3218,861
747219827526344708,5030,1482
747461612269887489,3704,991
747512671126323200,5281,1522
747594051852075008,3516,985
747600769478692864,2236,535
747816857231626240,4626,1106
747844099428986880,2704,706
747885874273214464,2804,916
747933425676525569,6339,2419
747963614829678593,5548,2026
748307329658011649,3543,676
748324050481647620,3544,716
748346686624440324,5004,1162
748568946752774144,2110,638
748575535303884801,5819,1883
748692773788876800,4058,1264
748699167502000129,4550,1506
748705597323898880,2671,908
748932637671223296,5559,2138
748977405889503236,10317,3223
749036806121881602,2976,752
749064354620928000,4603,1455
749317047558017024,5252,2119
749395845976588288,8213,3267
749403093750648834,2501,502
749417653287129088,5863,1555
749774190421639168,4485,1260
749981277374128128,4905,2351
749996283729883136,2928,775
750011400160841729,3100,857
750026558547456000,2604,742
750041628174217216,3050,581
750056684286914561,3041,853
750071704093859840,7471,3143
750086836815486976,2084,508
750101899009982464,2929,800
750117059602808832,4176,1246
750132105863102464,3476,1223
750147208377409536,2993,909
750383411068534784,4374,1082
750429297815552001,12630,4058
750506206503038976,4258,1086
750719632563142656,12637,4760
750868782890057730,4592,1291
751132876104687617,4857,1224
751205363882532864,6063,1721
751251247299190784,12041,5568
751456908746354688,3092,950
751538714308972544,4845,1189
751583847268179968,4212,1043
751598357617971201,7637,2909
751830394383790080,5584,1851
751937170840121344,4972,1243
752173152931807232,5715,1738
752309394570878976,0,15393
752334515931054080,3675,1044
752519690950500352,7072,3269
752660715232722944,4195,1480
752682090207055872,5784,1510
752917284578922496,6676,1486
753026973505581056,3766,908
753294487569522689,3219,990
753375668877008896,7347,2215
753398408988139520,5524,1811
753420520834629632,7573,3372
753655901052166144,5615,2067
754120377874386944,7579,2239
754449512966619136,3600,695
754482103782404096,5086,1855
754747087846248448,2487,496
754856583969079297,6634,2379
754874841593970688,0,7520
755110668769038337,20362,10563
755206590534418437,15782,5079
755955933503782912,7017,2724
756275833623502848,6135,1456
756288534030475264,42398,16861
756303284449767430,3796,1050
756526248105566208,9996,3416
756651752796094464,4852,1236
756939218950160384,6391,1906
756998049151549440,6041,1896
757354760399941633,4341,1348
757393109802180609,5587,1645
757400162377592832,14544,6520
757596066325864448,4184,1003
757597904299253760,0,286
757611664640446465,4400,1038
757725642876129280,4375,1153
757729163776290825,0,7502
757741869644341248,6615,3115
758041019896193024,2603,352
758355060040593408,3248,1007
758405701903519748,5011,1822
758467244762497024,4620,2104
758474966123810816,3656,945
758740312047005698,5527,1543
758828659922702336,10798,3672
758854675097526272,3416,865
759047813560868866,6241,1910
759099523532779520,13977,3952
759159934323924993,0,1106
759197388317847553,5865,1852
759447681597108224,8185,2354
759557299618865152,4510,1143
759793422261743616,5747,1818
759846353224826880,6485,1878
759923798737051648,14128,5353
760190180481531904,5500,1710
760252756032651264,3793,824
760290219849637889,25807,10936
760539183865880579,7298,3461
760641137271070720,4816,1229
760656994973933572,6348,1813
760893934457552897,3685,925
761004547850530816,10949,3328
761227390836215808,5146,1500
761292947749015552,4325,1041
761334018830917632,4991,1388
761371037149827077,0,17249
761599872357261312,3985,1132
761672994376806400,47576,27705
761745352076779520,4134,827
761750502866649088,0,3725
761976711479193600,5217,1902
762035686371364864,30645,14801
762316489655476224,4622,1064
762464539388485633,9937,3976
762471784394268675,10838,6115
762699858130116608,11703,3440
763103485927849985,7120,2200
763183847194451968,5184,1408
763837565564780549,12107,3954
764259802650378240,5805,1437
764857477905154048,6238,1702
765222098633691136,11226,3234
765371061932261376,6838,2074
765395769549590528,25799,3239
765669560888528897,5000,1181
765719909049503744,6998,2068
766008592277377025,3628,476
766069199026450432,4078,811
766078092750233600,0,2503
766313316352462849,6544,1800
766423258543644672,5799,1507
766693177336135680,3891,762
766793450729734144,4875,1305
767122157629476866,9834,2737
767191397493538821,11866,3601
767500508068192258,7256,2235
767754930266464257,15449,5136
767884188863397888,4593,1309
768193404517830656,10520,3374
768473857036525572,13158,3271
768596291618299904,4878,1225
768609597686943744,3975,1137
768855141948723200,4047,854
768970937022709760,13794,6211
769212283578875904,5210,1646
769695466921623552,6215,1610
769940425801170949,30158,9134
770069151037685760,7341,2191
770093767776997377,0,2912
770293558247038976,6006,1403
770414278348247044,6123,2000
770655142660169732,7116,1716
770772759874076672,5028,1360
770787852854652928,4785,1151
771014301343748096,6669,1587
771102124360998913,6026,1374
771136648247640064,8853,2798
771171053431250945,0,7119
771380798096281600,10178,4839
771500966810099713,8007,2501
771770456517009408,11619,3238
772102971039580160,3881,899
772114945936949249,2653,454
772117678702071809,3645,707
772152991789019136,3692,1090
772193107915964416,5825,1326
772581559778025472,6284,1635
772615324260794368,0,3234
772826264096874500,7792,2269
772877495989305348,8290,3704
773191612633579521,9691,3959
773247561583001600,9167,3121
773308824254029826,22620,7171
773547596996571136,21386,5873
773670353721753600,5186,1258
773704687002451968,6404,1548
773922284943896577,6209,1673
773985732834758656,10408,3704
774314403806253056,21095,5272
774639387460112384,6533,1658
774757898236878852,8354,1710
775085132600442880,15056,4515
775364825476165632,7156,2834
775729183532220416,12594,4416
775733305207554048,13465,3846
775842724423557120,11332,2550
775898661951791106,0,16072
776088319444877312,1778,146
776113305656188928,11427,4174
776201521193218049,9277,2416
776218204058357768,28898,15200
776477788987613185,8517,2654
776813020089548800,4735,1149
776819012571455488,0,13111
777189768882946048,13759,4135
777621514455814149,8471,2411
777641927919427584,0,4058
777684233540206592,10907,2811
777885040357281792,6172,1566
778027034220126208,6367,1537
778039087836069888,8223,2543
778286810187399168,10044,3168
778383385161035776,5659,1050
778396591732486144,0,11712
778408200802557953,13216,4138
778624900596654080,4470,972
778650543019483137,5584,1431
778748913645780993,6661,1252
778990705243029504,19326,6890
779056095788752897,14323,4354
779377524342161408,8508,2991
779834332596887552,18294,6743
780192070812196864,8457,2155
780459368902959104,5146,1029
780476555013349377,0,109
780496263422808064,0,3532
780543529827336192,6127,1682
780601303617732608,11762,3223
780800785462489090,5337,1245
780858289093574656,6994,1934
780931614150983680,21044,6989
781163403222056960,9542,2650
781251288990355457,8159,1997
781524693396357120,20182,5336
781661882474196992,10151,2610
781955203444699136,10839,3230
782021823840026624,0,5965
782305867769217024,16158,5332
782598640137187329,7589,1810
782722598790725632,16784,5192
782747134529531904,7268,1359
782969140009107456,23481,7103
783085703974514689,7940,2107
783334639985389568,28316,11244
783347506784731136,0,5337
783391753726550016,16444,5266
783466772167098368,8220,2153
783695101801398276,10191,3094
783821107061198850,7171,1888
783839966405230592,29147,10409
784431430411685888,5584,1228
784517518371221505,8736,2437
784826020293709826,9837,3126
785170936622350336,11689,4664
785264754247995392,7076,1573
785533386513321988,8849,1910
785639753186217984,7685,2171
785872687017132033,6533,1738
785927819176054784,11112,3084
786036967502913536,0,6743
786233965241827333,14835,4542
786363235746385920,10599,3350
786595970293370880,9246,3031
786664955043049472,10317,2445
786709082849828864,17815,5924
786963064373534720,25989,7702
787322443945877504,7598,1678
787397959788929025,10628,2762
787717603741622272,9992,2676
787810552592695296,8402,2944
788039637453406209,5980,1272
788070120937619456,0,3328
788150585577050112,5957,1239
788178268662984705,7070,2031
788412144018661376,15160,5098
788765914992902144,26658,9968
788908386943430656,26757,12082
789137962068021249,9481,2693
789268448748703744,8896,2531
789530877013393408,11446,3258
789599242079838210,6578,1863
789628658055020548,7304,1706
789986466051088384,9042,2231
790277117346975746,12267,3062
790337589677002753,7647,1836
790581949425475584,20144,6890
790698755171364864,8031,1865
790723298204217344,0,2231
790946055508652032,16299,4525
790987426131050500,9578,2069
791026214425268224,0,3954
791312159183634433,8549,2453
791406955684368384,12824,3987
791672322847637504,11481,3032
792050063153438720,6974,1727
792394556390137856,13093,4159
792773781206999040,7196,1634
792883833364439040,11029,4128
792913359805018113,13963,3845
793120401413079041,12354,3794
793135492858580992,6264,2434
793150605191548928,6024,1648
793165685325201412,9157,2704
793180763617361921,6769,1933
793195938047070209,14880,5451
793210959003287553,8714,2707
793226087023144960,9571,2796
793241302385262592,10271,3192
793256262322548741,19521,8091
793271401113350145,8512,2330
793286476301799424,24010,8877
793500921481273345,10430,2302
793601777308463104,7804,1563
793614319594401792,0,3032
793845145112371200,9029,1800
793962221541933056,16399,4723
794205286408003585,9034,3219
794332329137291264,9388,2600
794355576146903043,0,9968
794926597468000259,9992,2238
794983741416415232,0,3258
795076730285391872,15807,5272
795400264262053889,9788,2772
795464331001561088,48263,22793
796031486298386433,10563,3616
796080075804475393,8261,2235
796116448414461957,8882,2330
796149749086875649,31436,13825
796177847564038144,0,13825
796387464403357696,10752,4022
796484825502875648,7386,1703
796759840936919040,11522,2947
796865951799083009,7509,1884
797236660651966464,19469,6378
797545162159308800,14236,4729
797971864723324932,11305,3008
798209839306514432,10199,2483
798340744599797760,0,3238
798628517273620480,0,1915
798644042770751489,0,1794
798665375516884993,0,3794
798673117451325440,0,5402
798694562394996736,0,4808
798697898615730177,0,6310
798925684722855936,7352,1404
798933969379225600,12766,4325
799063482566066176,7892,2404
799297110730567681,9652,2663
799422933579902976,7887,1863
799757965289017345,8189,2085
799774291445383169,0,4515
800018252395122689,27635,12723
800141422401830912,14918,2468
800388270626521089,10906,2718
800443802682937345,0,4174
800459316964663297,9287,2115
800513324630806528,12859,2911
800751577355128832,10349,2710
801115127852503040,7886,2036
801167903437357056,23851,5711
801285448605831168,5907,795
801538201127157760,8039,2011
801958328846974976,7580,1657
802239329049477120,8887,2537
802265048156610565,6786,1339
802323869084381190,15817,5667
802572683846291456,8761,2438
802624713319034886,0,2811
802952499103731712,8828,1934
803276597545603072,9798,2374
803380650405482500,7586,1821
803638050916102144,10703,4021
803692223237865472,0,7191
803773340896923648,9819,2652
804026241225523202,43327,15570
804413760345620481,0,3126
804738756058218496,13360,3711
805207613751304193,7670,1672
805487436403003392,8605,2452
805520635690676224,5620,1607
805826884734976000,6421,1767
805932879469572096,8135,1863
805958939288408065,0,5192
806219024703037440,6319,1165
806242860592926720,0,11244
806542213899489280,9987,2287
806629075125202948,72666,33459
807010152071229440,12819,3750
807059379405148160,0,7103
807106840509214720,115031,53490
807621403335917568,14243,3499
808001312164028416,12224,3426
808106460588765185,8612,2137
808134635716833280,0,5711
808501579447930884,11038,2519
808733504066486276,7704,2093
808838249661788160,9891,2946
809084759137812480,12906,3414
809220051211603969,19421,5413
809448704142938112,6788,1419
809808892968534016,0,4723
809920764300447744,15192,3800
810254108431155201,14342,3261
810284430598270976,34291,10855
810657578271330305,10686,2537
810896069567610880,8785,1693
810984652412424192,5181,1380
811386762094317568,20406,6173
811627233043480576,12415,2965
811744202451197953,7362,1534
811985624773361665,7089,1357
812372279581671427,13319,3533
812466873996607488,7779,1855
812503143955202048,5919,1183
812709060537683968,6473,1394
812781120811126785,7343,1835
813051746834595840,20448,7099
813066809284972545,7745,1888
813081950185472002,9664,2688
813096984823349248,10302,3499
813112105746448384,10053,2648
813127251579564032,11516,3008
813142292504645637,8287,2315
813157409116065792,7565,2122
813172488309972993,9034,1860
813187593374461952,19350,4193
813202720496779264,9008,1760
813217897535406080,18138,7060
813800681631023104,8104,1702
813812741911748608,35515,13476
813910438903693312,9060,1793
813944609378369540,0,3062
814153002265309185,27995,8354
814530161257443328,8415,1787
814638523311648768,10989,2607
814986499976527872,7448,1226
815390420867969024,10068,3678
815639385530101762,8008,1591
815736392542261248,9588,2183
815966073409433600,21769,8136
815990720817401858,4807,982
816014286006976512,0,5048
816091915477250048,8698,2053
816336735214911488,8372,1872
816450570814898180,29506,7736
816697700272001025,9509,2109
816816676327063552,9743,1954
816829038950027264,0,4525
817056546584727552,8365,1581
817120970343411712,11867,2496
817171292965273600,8527,1946
817181837579653120,0,8136
817415592588222464,5442,916
817423860136083457,32793,14074
817536400337801217,11444,2825
817777686764523521,10489,2588
817827839487737858,50015,26026
818145370475810820,11926,2454
818259473185828864,10681,2163
818536468981415936,10536,2347
818588835076603904,0,5873
818614493328580609,9559,2431
818627210458333184,21775,7274
819004803107983360,84823,35661
819006400881917954,44120,18337
819015331746349057,0,18337
819015337530290176,0,35661
819227688460238848,22380,6446
819347104292290561,7016,1162
819588359383371776,9392,1923
819711362133872643,12968,2985
819924195358416896,12570,4686
819952236453363712,5161,1127
820078625395449857,19208,6018
820314633777061888,3251,542
820446719150292993,0,2468
820690176645140481,11883,3096
820749716845686786,30658,9501
821044531881721856,12300,2191
821107785811234820,9311,2045
821149554670182400,8346,1878
821407182352777218,11379,4129
821522889702862852,7793,1673
821765923262631936,8141,1603
821813639212650496,0,3223
821886076407029760,10971,2217
822244816520155136,33926,9495
822462944365645825,27033,13649
822489057087389700,17580,6135
822610361945911296,14348,2824
822647212903690241,0,6135
822859134160621569,12827,2181
822872901745569793,127447,41353
822975315408461824,16830,3306
823269594223824897,0,9495
823322678127919110,15244,3848
823581115634085888,12607,2515
823699002998870016,13565,2416
823939628516474880,10315,2613
824297048279236611,14597,3689
824325613288833024,11477,10174
824663926340194305,10193,1694
824775126675836928,14461,3356
824796380199809024,0,5272
825026590719483904,6060,1196
825147591692263424,17731,4331
825535076884762624,55337,16883
825829644528148480,12349,2406
825876512159186944,10157,1785
826115272272650244,15150,2968
826204788643753985,4728,878
826240494070030336,12861,2498
826476773533745153,17814,4023
826598365270007810,9699,2251
826848821049180160,35005,9699
826958653328592898,20873,4776
827199976799354881,10257,2123
827324948884643840,15341,2895
827600520311402496,7250,895
827653905312006145,15008,2894
827933404142436356,19399,5010
828011680017821696,10026,2061
828046555563323392,11358,2747
828372645993398273,12190,2797
828376505180889089,7155,1023
828381636999917570,12187,2130
828408677031882754,7432,1229
828409743546925057,6160,1110
828650029636317184,9203,1281
828708714936930305,35278,10700
828770345708580865,24747,5591
829011960981237760,51589,15630
829141528400556032,23543,6999
829449946868879360,10132,1921
829501995190984704,30683,10109
829861396166877184,11853,1850
829878982036299777,0,4776
830097400375152640,9411,2801
830583320585068544,64333,15928
830956169170665475,7706,1424
831262627380748289,11484,1957
831309418084069378,11394,2352
831315979191906304,6317,1064
831322785565769729,8990,1488
831552930092285952,8679,2227
831650051525054464,6880,1840
831670449226514432,10063,1736
831911600680497154,26578,6192
831939777352105988,23143,5850
832032802820481025,17226,4437
832040443403784192,0,9134
832215726631055365,0,8877
832273440279240704,10947,2230
832369877331693569,16581,3034
832397543355072512,11552,2109
832636094638288896,15319,2648
832757312314028032,16277,3445
832769181346996225,0,38
832998151111966721,12776,2094
833124694597443584,19519,4612
833479644947025920,14364,1940
833722901757046785,20163,3092
833826103416520705,17503,3584
833863086058651648,12953,2287
834086379323871233,12581,2099
834167344700198914,15257,3484
834209720923721728,19802,4495
834458053273591808,9270,1592
834574053763584002,13151,2390
834786237630337024,20695,5259
834931633769889797,10383,1536
835152434251116546,21532,2849
835172783151792128,25212,5461
835264098648616962,7440,1598
835297930240217089,15889,2833
835574547218894849,17127,3416
836001077879255040,18369,4045
836260088725786625,20512,4105
836380477523124226,14245,2839
836677758902222849,12143,2101
836753516572119041,18620,4391
836989968035819520,12286,2181
837110210464448512,15454,2242
837471256429613056,12313,2137
837482249356513284,3718,421
837820167694528512,32725,7404
838083903487373313,16932,2939
838476387338051585,21559,4491
838561493054533637,10542,1263
838916489579200512,0,31
838921590096166913,10687,1934
839239871831150596,25937,6136
839290600511926273,0,137
839549326359670784,26291,7326
839990271299457024,12870,2138
840268004936019968,18442,5406
840370681858686976,15761,4307
840632337062862849,8638,1662
840696689258311684,11778,913
841077006473256960,21919,5021
841314665196081154,15170,4374
841439858740625411,12069,3434
841680585030541313,24688,7390
841833993020538882,0,14074
842115215311396866,13388,2853
842163532590374912,23375,5453
842535590457499648,17359,3301
842765311967449089,6443,1199
842846295480000512,14634,3428
843235543001513987,20543,5623
843604394117681152,16139,2566
843856843873095681,20525,4322
844223788422217728,13065,2056
844580511645339650,15706,2909
844973813909606400,14321,2966
844979544864018432,13009,2383
845306882940190720,22226,5040
845397057150107648,7278,1671
845677943972139009,24039,4520
845812042753855489,27822,8132
846042936437604353,15224,2673
846153765933735936,29971,8466
846514051647705089,42324,10776
846874817362120707,19115,3669
847116187444137987,20419,2974
847157206088847362,18870,5436
847251039262605312,19500,4050
847606175596138505,17848,3191
847842811428974592,5145,1230
847962785489326080,22350,4745
847971574464610304,0,412
848212111729840128,15491,2813
848324959059550208,23476,4306
848690551926992896,23913,4037
849051919805034497,40106,7886
849336543269576704,10820,1750
849412302885593088,15052,2932
849776966551130114,28733,7055
850019790995546112,19306,4526
850145622816686080,15422,3511
850380195714523136,12405,2416
850753642995093505,28980,8399
851224888060895234,19548,5337
851464819735769094,22919,6528
851591660324737024,15372,3237
851861385021730816,0,19
852189679701164033,10831,1468
852226086759018497,18810,6305
852311364735569921,31194,9173
852553447878664193,15318,3224
852672615818899456,14048,1999
852912242202992640,8478,1663
853299958564483072,14542,3273
853639147608842240,32472,9193
853760880890318849,26804,5307
854010172552949760,15245,2898
854120357044912130,29970,6836
854365224396361728,17674,4296
854482394044301312,27330,6240
854732716440526848,21265,5557
855459453768019968,27819,7520
855851453814013952,42955,16603
856282028240666624,25900,5759
856526610513747968,11116,1713
856543823941562368,15249,2627
857029823797047296,17517,3615
857263160327368704,18673,4101
857393404942143489,5461,1484
857746408056729600,31666,9636
857989990357356544,14893,2335
858107933456039936,14610,2615
858471635011153920,20014,4404
858843525470990336,14476,3128
859074603037188101,31226,12329
859196978902773760,82718,27155
859607811541651456,17246,1400
859851578198683649,14310,3176
859924526012018688,18114,3694
860184849394610176,15382,5268
860276583193509888,17032,3161
860524505164394496,21815,4755
860563773140209665,6899,1915
860924035999428608,0,701
861005113778896900,15395,3432
861288531465048066,15781,3707
861383897657036800,33168,9594
862096992088072192,68069,20662
862457590147678208,18747,4387
862722525377298433,15733,3186
862831371563274240,17619,4596
863062471531167744,7720,2149
863079547188785154,8075,990
863432100342583297,21894,4690
863553081350529029,14014,3746
863907417377173506,18925,3698
864197398364647424,27386,7830
864279568663928832,13402,2674
864873206498414592,29542,7721
865006731092295680,25700,6870
865359393868664832,24205,4436
865718153858494464,23557,5002
866334964761202691,47845,12628
866450705531457537,111688,31251
866686824827068416,17573,3055
867051520902168576,29429,6992
867072653475098625,0,106
867421006826221569,14690,2193
867774946302451713,30993,6449
867900495410671616,22122,3689
868552278524837888,9215,1811
868622495443632128,24250,4637
868880397819494401,59519,12666
869227993411051520,18609,3308
869596645499047938,14567,2725
869702957897576449,25694,5539
869772420881756160,38883,8943
870063196459192321,33231,7294
870308999962521604,19966,3647
870374049280663552,75907,23465
870656317836468226,11173,2274
870804317367881728,30589,5429
871032628920680449,20682,3334
871515927908634625,18338,3036
871762521631449091,18358,3059
871879754684805121,34010,9546
872122724285648897,31044,7080
872486979161796608,37016,7953
872620804844003328,18816,3172
872820683541237760,13386,3249
872967104147763200,24684,4709
873213775632977920,6488,1377
873580283840344065,21979,3429
874012996292530176,30929,8875
874057562936811520,20636,3481
874296783580663808,23606,3603
874680097055178752,25192,4042
875021211251597312,23107,4106
875144289856114688,19860,4262
875747767867523072,22740,3710
876120275196170240,25326,4035
876484053909872640,16987,2061
876838120628539392,18691,2892
877201837425926144,24463,4812
877316821321428993,24795,4507
877556246731214848,20475,3282
877611172832227328,0,70
877736472329191424,71216,16355
878057613040115712,38049,5915
878281511006478336,6982,1106
878776093423087618,17534,3557
879008229531029506,17181,2323
879050749262655488,20348,4078
879376492567855104,15210,2715
879415818425184262,95326,38577
879492040517615616,21231,2733
879862464715927552,20222,3017
880095782870896641,24925,3760
880221127280381952,24305,3592
880465832366813184,25640,5377
880872448815771648,19197,3302
880935762899988482,15436,2414
881268444196462592,21003,4605
881536004380872706,44606,13830
881666595344535552,45711,9236
881906580714921986,21983,2939
882045870035918850,26414,4200
882268110199369728,40295,9997
882627270321602560,25242,5233
882762694511734784,25443,4226
882992080364220416,21528,3337
883117836046086144,33408,5716
883360690899218434,20444,3179
883482846933004288,41267,8541
883838122936631299,19696,2957
884162670584377345,18394,2580
884441805382717440,24476,4931
884562892145688576,21879,4043
884876753390489601,25038,4816
884925521741709313,69116,15542
885167619883638784,19700,3771
885311592912609280,0,15928
885528943205470208,32415,5520
885984800019947520,29340,5794
886258384151887873,25200,5451
886366144734445568,19040,2720
886680336477933568,20264,3860
886736880519319552,10762,2734
886983233522544640,31245,6576
887101392804085760,27645,5149
887343217045368832,30300,9099
887473957103951883,61796,15508
887517139158093824,41742,10152
887705289381826560,27300,4667
888078434458587136,19639,2996
888554962724278272,17773,2972
888804989199671297,23029,3658
888917238123831296,26240,3872
889278841981685760,22667,4595
889531135344209921,13667,1943
889638837579907072,24282,3853
889665388333682689,43175,8624
889880896479866881,25200,4304
890006608113172480,27712,6336
890240255349198849,28676,6297
890609185150312448,25166,3730
890729181411237888,58374,16297
890971913173991426,10635,1731
891087950875897856,18259,2683
891327558926688256,36219,8007
891689557279858688,37935,7448
891815181378084864,22619,3582
892177421306343426,30049,5428
892420643555336193,34683,7246
